accession	taxonomy	compound	bioactivities	genome_accession	location_start	location_end
BGC0002013	Streptomyces curacoi	curacozole	cytotoxic	NZ_KQ947987.1	235088	246792
BGC0002014	Actinobacteria bacterium OK006	pepticinnamin E	cytotoxic	NZ_LJCU01000236.1	101713	146406
BGC0002015	Streptomyces sp. ZS0098	aborycin	antibacterial	NZ_MKCP01000039.1	18549	30566
BGC0002016	Streptomyces sp. QL37	lugdunomycin	anti-Gram-positive, antibacterial	PTJS01000001.1	2881711	2910119
BGC0002017	Nocardiopsis potens DSM 45234	potensibactin		ANBB01000074.1	0	0
BGC0002018	Streptomyces cattleya NRRL 8057 = DSM 46488	azomycin		NC_016111.1	440312	445098
BGC0002019	Streptomyces sp. CB03234	tiancilactone A	antibacterial	BK010469.1	0	0
BGC0002020	Photorhabdus laumondii subsp. laumondii TTO1	photolose		BX470251.1	2827500	2832003
BGC0002021	Actinoplanes missouriensis 431	fogacin		AP012319.1	5336641	5376856
BGC0002022	Streptomyces armeniacus	armeniaspirol A	antibacterial	MK321256.1	0	0
BGC0002023	Amycolatopsis saalfeldensis	saalfelduracin		NZ_FOEF01000002.1	708690	737346
BGC0002024	Nocardia argentinensis	nargenicin A1		MH544245.1	0	0
BGC0002025	Jahnella sp. MSr9139	thaxteramide C	surfactant	MK551161.1	0	0
BGC0002026	Jahnella sp. MSr9139	thaxteramide A1		MK551162.1	0	0
BGC0002027	Pseudomonas syringae pv. maculicola str. ES4326	TglA-thiaGlu		AEAK01000424.1	11294	22513
BGC0002028	Streptomyces griseus	frigocyclinone	antibacterial, cytotoxic	MK240316.1	849	34300
BGC0002029	Streptomyces lunaelactis	bagremycin A	antibacterial, antifungal, cytotoxic	MG708299.1	0	0
BGC0002030	Byssochlamys spectabilis	viriditoxin		RCNU01000014.1	382140	429844
BGC0002031	Kitasatospora setae KM-6054	kitasetaline		AP010968.1	8040817	8046734
BGC0002032	Streptomyces sp. S816	pentamycin	antifungal, antiprotozoal	QQVZ01000001.1	152300	233940
BGC0002033	Streptomyces ambofaciens ATCC 23877	spiramycin	antibacterial, antiprotozoal	NZ_CP012382.1	5967886	6057980
BGC0002034	Streptomyces sp. IB2014 016-6	perquinoline A		SGBF01000041.1	86569	105957
BGC0002035	Neonectria sp. DH2	ilicicolin H	antifungal	RQWH01000002.1	1095186	1116947
BGC0002036	Streptomyces lavendulae	dehydrofosmidomycin	antibacterial	JNXL01000002.1	7497	23800
BGC0002037	Pseudomonas aeruginosa PAO1	azetidomonamide A		AE004091.2	3729471	3746067
BGC0002038	Streptomyces sp. DASNCL29	nigericin	antiprotozoal, cytotoxic, antibacterial, antiviral	VCNB01000001.1	914857	1009902
BGC0002039	Nocardia interforma ATCC 21072	coformycin	antifungal, cytotoxic, antiviral	KY682079.1	1	30309
BGC0002040	Streptomyces kaniharaensis	coformycin	antifungal, cytotoxic, antiviral	KY705052.1	0	0
BGC0002041	Streptomyces candidus	pyrazofurin A		MH493900.1	1	30030
BGC0002042	Streptomyces venezuelae	anthelvencin A	anthelmintic	MK483114.1	1540	27652
BGC0002043	Myxococcus xanthus DK 1622	cittilin A		MN731368.1	11281	13433
BGC0002044	Massilia sp. YMA4	empedopeptin	anti-Gram-positive	CP030092.1	2138714	2204004
BGC0002045	Streptomonospora sp. PA3	persiamycin A	antibacterial, cytotoxic	VTZW01000009.1	315501	358212
BGC0002046	Gynuella sunshinyii YC6258	lobatamide A	cytotoxic	CP007142.1	3757939	3827497
BGC0002047	Nocardia brasiliensis	brasiliquinone A	anti-Gram-positive, cytotoxic	MT023106.1	1	14165
BGC0002048	Mycetohabitans rhizoxinica HKI 454	endopyrrole B		FR687359.1	1835600	1866150
BGC0002049	Nostoc punctiforme PCC 73102	microviridin N9		NC_010628.1	2708890	2716448
BGC0002050	Burkholderia sp. B8(2020)	necroxime A	cytotoxic, antifungal	MN734804.1	20001	86009
BGC0002051	Streptomyces sp.	antipain		MT149901.1	0	0
BGC0002052	Streptomyces sp.	ectoine	cell protectant	MT149902.1	0	0
BGC0002053	Streptomyces sp.	ulleungdin	anticancer	MT149903.1	0	0
BGC0002054	Streptomyces novoguineensis	amipurimycin	antifungal, antibacterial	MK257770.1	0	0
BGC0002055	sponge metagenome	mycalamide A	cytotoxic	JAAHTG010000029.1	2626	89053
BGC0002056	sponge metagenome	peloruside A	cytotoxic	JAAHTH010000242.1	0	0
BGC0002057	Kiritimatiellaeota bacterium	pateamine	cytotoxic	BK012115.1	0	0
BGC0002058	Streptococcus mutans B04Sm5	mutanocyclin		NZ_ALYY01000026.1	29680	42300
BGC0002059	Xanthomonas cannabis pv. cannabis	spliceostatin L	cytotoxic	BK010647.1	0	0
BGC0002060	Pseudomonas syringae pv. syringae B728a	secimide		CP000075.1	5119626	5167579
BGC0002062	Paecilomyces divaricatus	agnestin A		MH898872.1	1	34222
BGC0002063	Cryptosporiopsis sp. 8999	cryptosporioptide B		MK182094.1	0	0
BGC0002064	Amycolatopsis sp. YIM 10	felipeptin A2		CP045480.1	6108611	6117497
BGC0002065	Strobilurus tenacellus	strobilurin A		KY070339.1	1	68361
BGC0002066	Trichoderma harzianum	harzianopyridone	antifungal, inhibitor	JOKZ01000072.1	16184	48619
BGC0002067	Penicillium oxalicum 114-2	atpenin B	antibacterial, antifungal, inhibitor	KB644415.1	3583596	3620596
BGC0002068	Labrenzia sp. PHM005	labrenzin	cytotoxic	CP041191.1	776792	856348
BGC0002070	Saccharothrix espanaensis DSM 44229	SEK90		HE804045.1	6124164	6148184
BGC0002071	Pseudomonas sp. QS1027	virginiafactin A		NZ_PHSU01000004.1	289715	316980
BGC0002072	Streptomyces sp. Mg1	linearmycin A	antibacterial, antifungal	CP011664.1	1061319	1236790
BGC0002073	Corynebacterium propinquum	dehydroxynocardamine	siderophore	RBMD01000006.1	112874	122861
BGC0002074	Streptomyces huasconensis	huascopeptin		MK636692.1	0	0
BGC0002075	Pseudomonas fluorescens	pyreudione A	antibacterial, cytotoxic, antiprotozoal	NZ_LVEJ01000014.1	27345	31238
BGC0002078	uncultured bacterium	omnipeptin		MN161665.1	66069	147602
BGC0002079	uncultured bacterium	omnipeptin		MN161666.1	20541	101692
BGC0002080	Stieleria maiorica	stieleriacine A1	antibacterial	CP036264.1	5274681	5314440
BGC0002081	Streptomyces sp. Tue6314	streptoketide A	antiviral	MK424349.1	5927	26330
BGC0002082	Stappia indica	sesbanimide C	cytotoxic	CP046908.1	4404390	4466149
BGC0002083	Burkholderia gladioli	gladiofungin A	antifungal, cytotoxic	WITE01000004.1	1150314	1205481
BGC0002084	Planomonospora sp. ID82291	biarylitide YYH		MW201788.1	1	2160
BGC0002085	Micromonospora carbonacea	everninomicin D	antibacterial, inhibitor	CP058322.1	866393	925867
BGC0002086	Micromonospora carbonacea	rosamicin	antibacterial	CP058322.1	1361829	1422030
BGC0002087	Burkholderia gladioli 238	gladiostatin A	antifungal	NZ_UZVS01000001.1	3449913	3530217
BGC0002088	Micromonospora carbonacea africana	everninomicin A	antibacterial	CP058905.1	835716	887304
BGC0002089	Streptomyces scabiei 87.22	thaxtomin D		FN554889.1	3598008	3616472
BGC0002090	Streptomyces griseoaurantiacus	undecylprodigiosin	antimalarial, cytotoxic	JACERG010000004.1	255172	291481
BGC0002091	Yersinia ruckeri ATCC 29473	holomycin	antibacterial, inhibitor	ACCC01000028.1	3593	21565
BGC0002092	Pseudomonas sp.	stechlisin B2		MT080808.1	0	0
BGC0002093	Talaromyces variabilis	ilicicolin H	antifungal	MK539848.1	1	41852
BGC0002094	Streptomyces cattleya NRRL 8057 = DSM 46488	B-ethynylserine		FQ859184.1	1125448	1132417
BGC0002095	Streptomyces roseus	leupeptin Pr		LFML01000163.1	93602	116056
BGC0002096	Streptomyces sp. AJS327	tetrachlorizine		SKBR01000004.1	347100	382500
BGC0002097	Micromonospora sp. 28ISP2-46	kosinostatin	antibacterial, cytotoxic	CP059322.1	5660056	5708619
BGC0002098	Amycolatopsis keratiniphila	ECO-0501	antifungal	CP003410.1	3150830	3251873
BGC0002099	Planomonospora sp. ID107089	biarylitide YFH		MW201789.1	1	1504
BGC0002100	Streptomyces sp. CS147	colibrimycin		KZ819182.1	4724124	4793015
BGC0002101	Streptomyces sp. CMB-0406 CBM-0406	heronamide C	antifungal, cytotoxic	LT548273.1	0	0
BGC0002102	Streptomyces platensis	pladienolide B	cytotoxic	MN974405.1	1	66051
BGC0002103	Bacillus subtilis subsp. subtilis str. 168	pulcherriminic acid	siderophore, cell protectant, antibacterial	NC_000964.3	3598040	3606734
BGC0002104	Streptomyces eurocidicus ATCC 27428	eurocidin D	antifungal	NZ_LGUI01000004.1	52350	147183
BGC0002105	Streptomyces viridosporus NRRL 2414	lucensomycin	antifungal	NZ_MSGP01000218.1	0	0
BGC0002106	Streptomyces rimosus subsp. rimosus NRRL WC-3558	rimocidin	antifungal	NZ_JOBS01000013.1	102018	198711
BGC0002107	Agrobacterium fabrum str. C58	fabrubactin A	siderophore	AE007870.2	715559	769035
BGC0002108	Streptomyces viridosporus ATCC 14672	cinnapeptin	antibacterial, antifungal	MT417183.1	4937	65197
BGC0002109	Kitasatospora sp.	kitacinnamycin A		MK371213.1	5489	82312
BGC0002110	Streptomyces rimosus subsp. rimosus WC-3908	birimositide	antibacterial	MT037000.1	0	0
BGC0002111	Bacillus thuringiensis serovar andalousiensis NRRL B-23139	andalusicin A	antibacterial	CP035727.2	3149977	3156657
BGC0002113	Fusarium sp. 190-020-2	beauvericin	insecticidal	JACTAS010000067.1	15369	47769
BGC0002114	Sandaracinus sp. MSr10575	sandarazol A	antibacterial	MW053453.1	43000	89000
BGC0002115	Streptomyces albidoflavus J1074	streptamidine		CP004370.1	6498603	6513041
BGC0002117	Halomonas sp. MG34	potashchelin A		WJPH01000003.1	500633	569397
BGC0002118	Candidatus Synoicihabitans palmerolidicus	palmerolide A	cytotoxic, inhibitor	JAGGDC010000009.1	1	74110
BGC0002119	Candidatus Synoicihabitans palmerolidicus	palmerolide D	cytotoxic, inhibitor	JAGGDC010000008.1	1955	77341
BGC0002120	Nocardia terpenica IFM 0706	nocathioamide A		JABMCZ010000005.1	100790	118707
BGC0002122	Aneurinibacillus migulanus	gramicidin S	antibacterial	LGUG01000004.1	3284920	3341639
BGC0002123	Pseudovibrio brasiliensis Ab134	pseudovibriamide A1		CP074128.1	160098	203291
BGC0002124	Actinomadura verrucosospora NRRL:B18236	SF2487	antibacterial	CP053892.1	2037887	2164555
BGC0002125	Chromobacterium vaccinii MWU205	FR900359	signalling	MT876545.1	0	0
BGC0002126	Lysobacter sp. K5869	hypeptin	antibacterial	CP072597.1	3896012	3931610
BGC0002127	Streptomyces coelicolor A3(2)	flaviolin		AL645882.2	1277478	1280491
BGC0002128	Streptomyces coelicolor A3(2)	5-dimethylallylindole-3-acetonitrile		AL645882.2	8279373	8288044
BGC0002129	uncultured bacterium	metathramycin	antibacterial, cytotoxic	MW512268.1	0	0
BGC0002130	Streptomyces cacaoi CA-170360	cacaoidin	antibacterial	MT210103.1	0	0
BGC0002131	Chloroflexi bacterium TSY	aurantoside A	antifungal, cytotoxic	JAHBNG010000012.1	128405	167526
BGC0002132	Methylosinus sp. LW4	group 1 methanobactin		NZ_KB900627.1	367500	375954
BGC0002133	Methylosinus sp. LW3	group 1 methanobactin		NZ_AZUO01000002.1	68380	79542
BGC0002134	Xenorhabdus bovienii SS-2004	leupeptin A	inhibitor	FN667741.1	588227	594000
BGC0002135	Xenorhabdus bovienii SS-2004	bovienimide A		NC_013892.1	2336399	2347906
BGC0002136	Gynuella sunshinyii YC6258	janustatin A	antifungal, cytotoxic	NZ_CP007142.1	5869722	5941646
BGC0002137	Streptomyces sp. NRRL F-3213	mutaxanthene A		NZ_JOIQ01000020.1	183729	216609
BGC0002138	Streptomyces albireticuli NRRL B-1670	fuelimycin A		NSJV01000558.1	89362	99055
BGC0002139	Aspergillus burnettii FRR 5400	burnettiene A	cytotoxic	SPNV01000211.1	43487	66398
BGC0002140	Streptomyces sp. MBT84	galtamycin C		JAHTGP010000001.1	1882327	1923787
BGC0002141	Streptomyces bottropensis DO-45	trioxacarcin A	antibacterial, cytotoxic	KP410250.1	11766	74585
BGC0002142	Amycolatopsis sp. CA-230715	gargantulide B	antibacterial	CP059997.1	2018398	2234914
BGC0002143	Streptomyces sp. CA-256286	griseusin		CP071044.1	828898	868146
BGC0002144	Rhizobium sp. Pop5	phazolicin	antibacterial	NZ_AMCP01000684.1	1464	6978
BGC0002146	Cladobotryum sp.	FR901483		MW322046.1	0	0
BGC0002147	Streptomyces sp. CB02009	bohemamine A		LIVV01000003.1	277298	306085
BGC0002148	Sphaerospermopsis torques-reginae ITEP-024	guanitoxin	inhibitor, neurotoxic, cytotoxic	CP080598.1	3534861	3547442
BGC0002149	Aspergillus alliaceus ATCC 20738	14-(N,N-dimethylleucyloxy)paspalinine		OK546695.1	1	40000
BGC0002150	Streptomyces triculaminicus	triculamin	antibacterial	JAFMOF010000002.1	1721959	1725178
BGC0002151	Streptomyces griseocarneus	alboverticillin		CP071595.1	6818977	6822202
BGC0002152	Pseudomonas protegens Pf-5	toxoflavin	antifungal, antibacterial	CP000076.1	1177969	1191497
BGC0002153	Candidatus Thermopylae lasonolidus	lasonolide A	cytotoxic	ON409579.1	0	0
BGC0002154	Pyricularia oryzae 70-15	1,3,5,8-tetrahydroxynapthalene		CM001232.1	6832944	6840266
BGC0002155	Pyricularia oryzae 70-15	nectriapyrone C		CM001235.1	1536909	1553606
BGC0002156	Fulvia fulva CBS 131901	1,3,6,8-tetrahydroxynaphthalene		JH932188.1	192236	218741
BGC0002157	Aspergillus flavus	(-)-ditryptophenaline		CP044618.1	3332056	3347301
BGC0002158	Pyricularia oryzae 70-15	tenuazonic acid	cytotoxic, antibacterial, antiviral, antitumor	CM001233.1	5799814	5813348
BGC0002159	Coprinopsis cinerea okayama7#130	lagopodin B		AACS02000009.1	70269	77999
BGC0002161	Pestalotiopsis fici W106-1	scytalone		KI912112.1	3633736	3671174
BGC0002162	Aspergillus fischeri NRRL 181	sesterfisherol		DS027698.1	2485363	2490827
BGC0002163	Fusarium pseudograminearum CS3096	fusatin		CM003200.1	7244202	7253668
BGC0002164	Epichloe festucae	peramine		AB205145.1	14489	22810
BGC0002165	Parastagonospora nodorum SN15	betaenone C		CH445335.1	1238225	1260054
BGC0002167	Aspergillus flavus NRRL3357	actinopolymorphol C		CP059871.1	1196775	1211873
BGC0002168	Aspergillus stellatus	decumbenone a		MW315913.1	0	0
BGC0002169	Aspergillus aculeatus ATCC 16872	acurin A		KV878980.1	937594	982528
BGC0002170	Aspergillus stellatus	4-methyl-5-dimethyltetradecahexaene-β-ketolactone		LC492132.1	0	0
BGC0002171	Aspergillus niger ATCC 1015	pyrophen	antibacterial, antifungal, cytotoxic	ACJE01000002.1	1176150	1183500
BGC0002172	Fusarium graminearum PH-1	fusatrixin		CM000576.1	6023471	6078385
BGC0002173	Aspergillus fumigatus A1163	fumihopaside A		DS499598.1	2415644	2423329
BGC0002174	Epichloe festucae	ε-Poly-L-lysine	antibacterial, antifungal	LC517046.1	0	0
BGC0002175	Aspergillus oryzae RIB40	YWA1		BA000052.1	3037581	3044735
BGC0002176	Fusarium graminearum PH-1	culmorin	antifungal	CM000574.1	10717529	10718727
BGC0002177	Ustilaginoidea virens	ustilaginoidin N		JHTR01000008.1	281070	333190
BGC0002178	Fusarium graminearum PH-1	gramillin A		CM000574.1	145406	215395
BGC0002179	Alternaria alternata	tentoxin		CP061875.1	63092	81847
BGC0002180	Aspergillus nidulans FGSC A4	(+)-asperlin	antifungal, antibacterial	BN001306.1	48801	73973
BGC0002181	Rhodocybe pseudopiperita	pleuromutilin	antibacterial	LC314149.1	0	0
BGC0002182	Trichoderma virens	viridin		LQCH01000001.1	3928280	4005413
BGC0002183	Wickerhamiella pararugosa	enterobactin		NREG01000002.1	130279	174262
BGC0002184	Aspergillus clavatus NRRL 1	ophiobolin C		AAKD03000003.1	1301631	1315929
BGC0002185	Penicillium sp.	gregatin A	antifungal, antibacterial	LC522971.1	0	0
BGC0002186	Fusarium graminearum PH-1	fusaristatin A	cytotoxic	CM000575.1	2579299	2608773
BGC0002187	Pochonia chlamydosporia 170	monorden D	antibacterial, antifungal	CM008060.1	2034500	2065000
BGC0002188	Fusarium pseudograminearum CS3096	W493 B	antifungal	CM003198.1	6351323	6403921
BGC0002189	Fusarium pseudograminearum CS5834	fusaristatin A		CBMF010000366.1	7001	30558
BGC0002190	Acremonium chrysogenum ATCC 11550	sorbicillin	cytotoxic	JPKY01000049.1	38594	73209
BGC0002191	Fusarium graminearum PH-1	prolipyrone B		CM000575.1	7172173	7181236
BGC0002192	fungal sp. No.14919	FR901512	inhibitor	BDMC01000041.1	200806	210498
BGC0002193	Aspergillus terreus NIH2624	phenguignardic acid		CH476606.1	1123696	1127423
BGC0002194	Epicoccum nigrum	epipyrone A	antifungal	KZ107846.1	1044598	1060063
BGC0002195	Aspergillus oryzae RIB40	kojic acid	cytotoxic, antifungal, antibacterial	BA000053.1	4368535	4374670
BGC0002196	Penicillium crustosum	clavatol	antifungal	MK360918.1	1	36246
BGC0002197	Penicillium crustosum	terrestric acid		MK360919.1	1	33648
BGC0002198	Aspergillus terreus var. terreus	nanangelenin B		MT376588.1	1	114922
BGC0002199	Aspergillus nanangensis	nanangelenin A	cytotoxic	MT024570.1	544	17968
BGC0002200	Calcarisporium arbuscula	aurovertin E		WBSA01000012.1	807312	829163
BGC0002201	Bipolaris victoriae FI3	victorin		AMCY02000007.1	1610214	2059509
BGC0002202	Bipolaris victoriae FI3	victorin		AMCY02000016.1	285171	309077
BGC0002203	Beauveria bassiana ARSEF 2860	beauverolide Ba		JH725181.1	140202	173968
BGC0002204	Aspergillus flavipes	flavichalasine F		MT586757.1	0	0
BGC0002205	Parastagonospora nodorum SN15	phomacin D		CH445325.1	714900	745000
BGC0002206	Trichoderma guizhouense	harziphilone		LVVK01000021.1	688390	727863
BGC0002207	Psilocybe cyanescens	psilocybin		NHYD01003033.1	48394	70906
BGC0002208	Aspergillus ustus	oxepinamide F		JOMC01000153.1	1113	31365
BGC0002209	Aspergillus ustus	ustethylin A		JOMC01000079.1	45541	83050
BGC0002210	Aspergillus violaceofuscus	pyranoviolin A		BR001648.1	0	0
BGC0002211	Paraphaeosphaeria sporulosa	HEx-pks1 polyketide		KV441552.1	530394	546723
BGC0002212	Moniliophthora roreri MCA 2997	Orsellinic acid		AWSO01000045.1	179446	203577
BGC0002213	Punctularia strigosozonata HHB-11173 SS5	HEx-pks16 polyketide		JH687542.1	431482	465332
BGC0002214	Hydnomerulius pinastri MD-312	methyl (2S)-4-methyl-2-(octanoylamino)pentanoate		KN839868.1	143119	188013
BGC0002215	Endocarpon pusillum Z07020	HEx-pks23 polyketide		KE720645.1	48853	80314
BGC0002216	Trichoderma virens Gv29-8	HEx-tc1 terpene		ABDF02000086.1	367078	385473
BGC0002218	Dentipellis sp. KUC8613	(-)-Cyatha-3,12-diene		NSJX01000009.1	771945	794771
BGC0002219	Stereum hirsutum FP-91666 SS1	(-)-(R)-nephthenol		JH687388.1	627204	653681
BGC0002220	Punctularia strigosozonata HHB-11173 SS5	Ent-kauren-16alpha-ol		JH687542.1	1509279	1545318
BGC0002221	Serpula lacrymans var. lacrymans S7.9	ent-kauren-16alpha-ol		GL945430.1	2900919	2941677
BGC0002222	Diffractella curvata	zopfiellin		LC516887.1	8212	41229
BGC0002223	Scytalidium album	scytalidin	antifungal, phytotoxic	MT724050.1	0	0
BGC0002224	Diffractella curvata	zopfiellin	antifungal	MT724049.1	0	0
BGC0002225	Aspergillus aculeatus ATCC 16872	aculene A		KV878977.1	1125505	1144430
BGC0002226	Aspergillus aculeatus ATCC 16872	acu-dioxomorpholine B		KV878985.1	92151	104699
BGC0002227	Aspergillus luchuensis IFO 4308	AKML B	antibacterial, antifungal	DF126453.1	1267994	1286654
BGC0002228	Colletotrichum incanum	CIML B	antifungal, antibacterial	LFIW01000394.1	4237	22473
BGC0002229	Aspergillus aculeatus ATCC 16872	6-MSA		KV878982.1	569699	595662
BGC0002230	Tolypocladium sp. 49Y	tolypyridone C	antifungal	MT127616.1	0	0
BGC0002231	Fusarium verticillioides 7600	fusaric acid		CM000580.1	786581	802994
BGC0002232	Claviceps purpurea 20.1	ergotamine		CAGA01000020.1	234064	290014
BGC0002233	Trichoderma virens Gv29-8	trichoxide		ABDF02000086.1	515705	547462
BGC0002234	Aspergillus ruber CBS 135680	flavoglaucin		KK088422.1	222933	243870
BGC0002235	Pyricularia oryzae 70-15	12,13-dihydroxymagnaporthepyrone		CM001232.1	7585850	7659361
BGC0002236	Aspergillus oryzae RIB40	8-methyldiaporthin		AP007175.1	110000	122000
BGC0002237	Aspergillus oryzae RIB40	dichlorodiaporthin	cytotoxic	AP007164.1	1384493	1408051
BGC0002238	Aspergillus oryzae RIB40	2,4'-dihydroxy-3'-methoxypropiophenone		AP007162.1	422338	433403
BGC0002239	Acremonium sp.	GKK1032 A2		MW690134.1	0	0
BGC0002240	Metarhizium anisopliae	BAB		JNNZ01000213.1	28438	39968
BGC0002241	Byssochlamys sp. IMV 00236	ywa1		MSJH02000815.1	275072	281748
BGC0002242	Aspergillus ustus	oxepinamide D		JOMC01000058.1	11073	34877
BGC0002243	Cladonia macilenta KoLRI003786	biruloquinone		AUPP01000053.1	77631	97058
BGC0002244	Neopestalotiopsis clavispora	3'-methoxy-1,2-dehydropenicillide		JAANBA010000208.1	1	45207
BGC0002245	Bipolaris maydis C5	terpestacin		KB445573.1	1492430	1503522
BGC0002246	Hypholoma sublateritium FD-334 SS-4	naematolin	antibacterial	KN817616.1	12156	61600
BGC0002247	Amesia nigricolor	chaetoconvosins B		SRKS01000003.1	4245000	4276000
BGC0002248	Aspergillus flavus NRRL3357	flavunoidine		CP059868.1	3943530	3965100
BGC0002249	Arthrinium phaeospermum	phaeospelide A		QYRS01000001.1	4443220	4453403
BGC0002250	Pyrenophora tritici-repentis Pt-1C-BFP	triticone D		DS231617.1	2506500	2549000
BGC0002251	Cyanodermella asteris	astin G		UYJD01000020.1	258360	332156
BGC0002252	Coprinopsis strossmayeri	δ 6-protoilludene		FTPT01000098.1	8942	31297
BGC0002253	Aspergillus sp. FM242	waikikiamide A		MT457560.1	1	33994
BGC0002254	Aspergillus sp. FM242	notoamide F		MT457561.1	1	46989
BGC0002255	Ascomycota sp. F53	lijiquinone		KT874412.1	728000	762500
BGC0002256	Fusarium equiseti	fusarochromanone		BK013344.1	1	23896
BGC0002257	Xylaria schweinitzii	rufoschweinitzin		MN628571.1	1	21661
BGC0002258	Aspergillus stellatus	shimalactone A		LC462123.1	1	25000
BGC0002259	Cordyceps militaris CM01	beauveriolide I		JH126399.1	4116198	4146740
BGC0002260	Annulohypoxylon truncatum	trichobrasilenol		MT383109.1	0	0
